invoice_id,dtme,tme,payment_method,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name
211-30-9270,2019-01-28 0:00:00,15:16:00,Credit card,87.05,4.7619,4.3525,4.9,afternoon,Monday,January
755-12-3214,2019-03-05 0:00:00,17:07:00,Credit card,221.1,4.7619,11.055,8.6,evening,Tuesday,March
346-84-3103,2019-03-02 0:00:00,19:26:00,Cash,66.1,4.7619,3.305,4.3,evening,Saturday,March
478-06-7835,2019-01-11 0:00:00,11:20:00,Ewallet,89.69,4.7619,4.4845,4.9,morning,Friday,January
540-11-4336,2019-01-11 0:00:00,16:49:00,Credit card,224.46,4.7619,11.223,5.6,evening,Friday,January
448-81-5016,2019-03-11 0:00:00,12:01:00,Credit card,119.54,4.7619,5.977,5.8,afternoon,Monday,March
142-72-4741,2019-02-28 0:00:00,18:37:00,Credit card,186.4,4.7619,9.32,6,evening,Thursday,February
217-58-1179,2019-01-05 0:00:00,11:25:00,Cash,250.6,4.7619,12.53,4.2,morning,Saturday,January
376-02-8238,2019-02-02 0:00:00,18:42:00,Credit card,750.96,4.7619,37.548,8.3,evening,Saturday,February
530-90-9855,2019-01-01 0:00:00,14:47:00,Cash,380.72,4.7619,19.036,5.7,afternoon,Tuesday,January
866-05-7563,2019-02-09 0:00:00,19:43:00,Cash,244.2,4.7619,12.21,4.8,evening,Saturday,February
604-70-6476,2019-01-23 0:00:00,14:04:00,Ewallet,89.7,4.7619,4.485,6.8,afternoon,Wednesday,January
799-71-1548,2019-01-07 0:00:00,16:11:00,Credit card,310.88,4.7619,15.544,8.8,evening,Monday,January
785-13-7708,2019-01-14 0:00:00,19:06:00,Credit card,511.42,4.7619,25.571,4.2,evening,Monday,January
845-51-0542,2019-02-02 0:00:00,15:34:00,Ewallet,418.95,4.7619,20.9475,6.4,afternoon,Saturday,February
662-47-5456,2019-03-17 0:00:00,19:06:00,Credit card,351.9,4.7619,17.595,8.4,evening,Sunday,March
883-17-4236,2019-03-02 0:00:00,19:44:00,Credit card,28.78,4.7619,1.439,7.2,evening,Saturday,March
290-68-2984,2019-03-16 0:00:00,11:22:00,Cash,95,4.7619,4.75,5.2,morning,Saturday,March
704-11-6354,2019-01-06 0:00:00,11:23:00,Cash,471.2,4.7619,23.56,8.9,morning,Sunday,January
110-48-7033,2019-01-29 0:00:00,14:12:00,Cash,130.48,4.7619,6.524,9,afternoon,Tuesday,January
366-93-0948,2019-01-31 0:00:00,10:46:00,Credit card,66.35,4.7619,3.3175,9.7,morning,Thursday,January
729-09-9681,2019-02-05 0:00:00,10:16:00,Ewallet,155.46,4.7619,7.773,8.7,morning,Tuesday,February
151-16-1484,2019-02-13 0:00:00,12:38:00,Ewallet,129,4.7619,6.45,6.5,afternoon,Wednesday,February
380-94-4661,2019-02-07 0:00:00,13:05:00,Credit card,263.76,4.7619,13.188,6.9,afternoon,Thursday,February
850-41-9669,2019-03-19 0:00:00,13:25:00,Ewallet,675.54,4.7619,33.777,6.2,afternoon,Tuesday,March
821-07-3596,2019-03-07 0:00:00,14:53:00,Ewallet,65.8,4.7619,3.29,5.6,afternoon,Thursday,March
655-85-5130,2019-03-13 0:00:00,19:22:00,Cash,153.2,4.7619,7.66,5.7,evening,Wednesday,March
447-15-7839,2019-02-09 0:00:00,11:00:00,Cash,222.4,4.7619,11.12,4.2,morning,Saturday,February
154-74-7179,2019-02-26 0:00:00,19:24:00,Ewallet,54.45,4.7619,2.7225,7.9,evening,Tuesday,February
253-12-6086,2019-03-12 0:00:00,12:43:00,Credit card,688.8,4.7619,34.44,8.7,afternoon,Tuesday,March
808-65-0703,2019-03-14 0:00:00,17:22:00,Credit card,141.88,4.7619,7.094,6.9,evening,Thursday,March
571-94-0759,2019-01-08 0:00:00,20:55:00,Cash,746,4.7619,37.3,9.5,evening,Tuesday,January
144-51-6085,2019-01-05 0:00:00,16:05:00,Credit card,282.96,4.7619,14.148,4.4,evening,Saturday,January
731-14-2199,2019-01-04 0:00:00,13:34:00,Ewallet,355.4,4.7619,17.77,7,afternoon,Friday,January
783-09-1637,2019-03-06 0:00:00,18:13:00,Ewallet,337.15,4.7619,16.8575,6.3,evening,Wednesday,March
687-15-1097,2019-01-03 0:00:00,19:17:00,Cash,42.24,4.7619,2.112,9.7,evening,Thursday,January
126-54-1082,2019-01-07 0:00:00,11:44:00,Credit card,193.86,4.7619,9.693,8.8,morning,Monday,January
633-91-1052,2019-01-27 0:00:00,15:51:00,Cash,24.06,4.7619,1.203,5.1,afternoon,Sunday,January
477-24-6490,2019-02-26 0:00:00,16:52:00,Ewallet,598.26,4.7619,29.913,7.9,evening,Tuesday,February
566-19-5475,2019-01-07 0:00:00,20:52:00,Cash,335.79,4.7619,16.7895,6.2,evening,Monday,January
526-86-8552,2019-01-07 0:00:00,17:36:00,Cash,218.2,4.7619,10.91,7.1,evening,Monday,January
376-56-3573,2019-02-02 0:00:00,13:23:00,Ewallet,381.68,4.7619,19.084,6.4,afternoon,Saturday,February
537-72-0426,2019-03-20 0:00:00,16:28:00,Cash,709.9,4.7619,35.495,5.7,evening,Wednesday,March
828-61-5674,2019-03-20 0:00:00,19:57:00,Credit card,440.2,4.7619,22.01,9.6,evening,Wednesday,March
136-08-6195,2019-02-15 0:00:00,17:01:00,Credit card,559.68,4.7619,27.984,6.4,evening,Friday,February
523-38-0215,2019-03-06 0:00:00,13:29:00,Credit card,37,4.7619,1.85,7.9,afternoon,Wednesday,March
490-29-1201,2019-01-06 0:00:00,11:09:00,Cash,15.34,4.7619,0.767,6.5,morning,Sunday,January
667-92-0055,2019-03-04 0:00:00,15:02:00,Ewallet,598.98,4.7619,29.949,8.5,afternoon,Monday,March
565-17-3836,2019-03-12 0:00:00,14:21:00,Cash,190.68,4.7619,9.534,9.1,afternoon,Tuesday,March
498-41-1961,2019-02-20 0:00:00,18:01:00,Cash,333.4,4.7619,16.67,7.6,evening,Wednesday,February
593-95-4461,2019-03-24 0:00:00,14:49:00,Cash,74.86,4.7619,3.743,6.9,afternoon,Sunday,March
226-71-3580,2019-01-31 0:00:00,12:02:00,Cash,213.75,4.7619,10.6875,9.5,afternoon,Thursday,January
283-79-9594,2019-01-25 0:00:00,13:30:00,Credit card,339.57,4.7619,16.9785,5.2,afternoon,Friday,January
430-60-3493,2019-02-03 0:00:00,14:38:00,Cash,664.16,4.7619,33.208,4.2,afternoon,Sunday,February
139-20-0155,2019-01-24 0:00:00,17:37:00,Credit card,403,4.7619,20.15,7,evening,Thursday,January
558-80-4082,2019-03-14 0:00:00,17:20:00,Ewallet,194.95,4.7619,9.7475,6,evening,Thursday,March
278-97-7759,2019-02-18 0:00:00,20:29:00,Cash,62.48,4.7619,3.124,4.7,evening,Monday,February
316-68-6352,2019-01-21 0:00:00,10:00:00,Cash,72.72,4.7619,3.636,7.1,morning,Monday,January
585-03-5943,2019-03-13 0:00:00,11:46:00,Ewallet,181.1,4.7619,9.055,5.9,morning,Wednesday,March
211-05-0490,2019-03-03 0:00:00,13:42:00,Cash,259.6,4.7619,12.98,7.5,afternoon,Sunday,March
727-75-6477,2019-03-29 0:00:00,14:44:00,Cash,115.36,4.7619,5.768,6.4,afternoon,Friday,March
744-02-5987,2019-01-10 0:00:00,14:16:00,Ewallet,470.28,4.7619,23.514,5.8,afternoon,Thursday,January
307-83-9164,2019-01-25 0:00:00,15:54:00,Cash,240.04,4.7619,12.002,4.5,afternoon,Friday,January
779-06-0012,2019-01-19 0:00:00,10:21:00,Cash,88.61,4.7619,4.4305,7.7,morning,Saturday,January
446-47-6729,2019-01-02 0:00:00,18:09:00,Credit card,199.64,4.7619,9.982,6.7,evening,Wednesday,January
573-10-3877,2019-03-12 0:00:00,16:46:00,Credit card,39.01,4.7619,1.9505,4.7,evening,Tuesday,March
735-06-4124,2019-02-25 0:00:00,15:31:00,Cash,48.61,4.7619,2.4305,4.4,afternoon,Monday,February
439-54-7422,2019-03-18 0:00:00,17:15:00,Credit card,204.76,4.7619,10.238,4.7,evening,Monday,March
396-90-2219,2019-02-23 0:00:00,12:29:00,Cash,119.68,4.7619,5.984,8.6,afternoon,Saturday,February
411-77-0180,2019-03-26 0:00:00,20:14:00,Ewallet,505.4,4.7619,25.27,4.3,evening,Tuesday,March
286-01-5402,2019-03-30 0:00:00,13:22:00,Cash,281.61,4.7619,14.0805,9.6,afternoon,Saturday,March
803-17-8013,2019-02-17 0:00:00,17:09:00,Cash,710.32,4.7619,35.516,4.1,evening,Sunday,February
512-98-1403,2019-03-21 0:00:00,10:40:00,Ewallet,79.44,4.7619,3.972,4.7,morning,Thursday,March
848-42-2560,2019-03-05 0:00:00,17:43:00,Cash,163.82,4.7619,8.191,7.8,evening,Tuesday,March
532-59-7201,2019-01-31 0:00:00,14:04:00,Cash,479.58,4.7619,23.979,5.5,afternoon,Thursday,January
181-94-6432,2019-02-05 0:00:00,19:05:00,Ewallet,138.66,4.7619,6.933,9.7,evening,Tuesday,February
870-76-1733,2019-02-01 0:00:00,10:08:00,Credit card,71.15,4.7619,3.5575,4.4,morning,Friday,February
423-64-4619,2019-03-07 0:00:00,13:12:00,Cash,139.95,4.7619,6.9975,5,afternoon,Thursday,March
227-07-4446,2019-02-10 0:00:00,20:51:00,Cash,781.3,4.7619,39.065,4.4,evening,Sunday,February
174-36-3675,2019-02-14 0:00:00,17:29:00,Cash,198.74,4.7619,9.937,5.2,evening,Thursday,February
428-83-5800,2019-02-09 0:00:00,10:25:00,Cash,63.24,4.7619,3.162,7.3,morning,Saturday,February
603-07-0961,2019-01-10 0:00:00,11:34:00,Cash,373.95,4.7619,18.6975,4.9,morning,Thursday,January
704-20-4138,2019-03-11 0:00:00,18:58:00,Credit card,207.69,4.7619,10.3845,8.1,evening,Monday,March
787-15-1757,2019-02-18 0:00:00,16:28:00,Ewallet,176.28,4.7619,8.814,8.4,evening,Monday,February
649-11-3678,2019-02-26 0:00:00,20:26:00,Cash,206.37,4.7619,10.3185,5.5,evening,Tuesday,February
622-20-1945,2019-01-18 0:00:00,15:08:00,Cash,39.42,4.7619,1.971,8.4,afternoon,Friday,January
372-94-8041,2019-02-15 0:00:00,18:03:00,Ewallet,91.56,4.7619,4.578,9.8,evening,Friday,February
563-91-7120,2019-03-08 0:00:00,13:21:00,Cash,308.85,4.7619,15.4425,6.7,afternoon,Friday,March
746-54-5508,2019-01-17 0:00:00,12:48:00,Credit card,129.12,4.7619,6.456,9.4,afternoon,Thursday,January
276-54-0879,2019-03-12 0:00:00,19:53:00,Ewallet,390.96,4.7619,19.548,6.4,evening,Tuesday,March
815-11-1168,2019-03-09 0:00:00,19:09:00,Cash,498.9,4.7619,24.945,5.4,evening,Saturday,March
719-76-3868,2019-03-12 0:00:00,16:30:00,Cash,377.04,4.7619,18.852,8.6,evening,Tuesday,March
730-61-8757,2019-01-25 0:00:00,10:11:00,Credit card,204.52,4.7619,10.226,4,morning,Friday,January
340-66-0321,2019-03-25 0:00:00,13:07:00,Cash,145.44,4.7619,7.272,7.6,afternoon,Monday,March
868-81-1752,2019-02-07 0:00:00,18:48:00,Cash,198.18,4.7619,9.909,6.8,evening,Thursday,February
634-97-8956,2019-02-17 0:00:00,17:27:00,Credit card,98.7,4.7619,4.935,9.1,evening,Sunday,February
566-71-1091,2019-02-03 0:00:00,15:59:00,Cash,385.1,4.7619,19.255,5.5,afternoon,Sunday,February
442-48-3607,2019-03-14 0:00:00,11:21:00,Credit card,46.96,4.7619,2.348,7.9,morning,Thursday,March
835-16-0096,2019-03-24 0:00:00,13:48:00,Ewallet,73.5,4.7619,3.675,8.5,afternoon,Sunday,March
527-09-6272,2019-03-21 0:00:00,10:17:00,Credit card,142.25,4.7619,7.1125,9.1,morning,Thursday,March
898-04-2717,2019-03-19 0:00:00,15:49:00,Ewallet,687.6,4.7619,34.38,7.5,afternoon,Tuesday,March
692-27-8933,2019-02-24 0:00:00,13:02:00,Cash,347.7,4.7619,17.385,5.2,afternoon,Sunday,February
633-09-3463,2019-03-28 0:00:00,12:58:00,Credit card,142.95,4.7619,7.1475,9.5,afternoon,Thursday,March
374-17-3652,2019-02-05 0:00:00,15:26:00,Credit card,385.38,4.7619,19.269,8.9,afternoon,Tuesday,February
378-07-7001,2019-02-10 0:00:00,18:23:00,Credit card,144.27,4.7619,7.2135,7.8,evening,Sunday,February
433-75-6987,2019-03-05 0:00:00,19:06:00,Ewallet,391.79,4.7619,19.5895,8.9,evening,Tuesday,March
873-95-4984,2019-02-15 0:00:00,20:21:00,Cash,538.3,4.7619,26.915,7.7,evening,Friday,February
416-13-5917,2019-01-30 0:00:00,16:24:00,Ewallet,485.15,4.7619,24.2575,9.3,evening,Wednesday,January
150-89-8043,2019-02-14 0:00:00,15:04:00,Cash,133.95,4.7619,6.6975,6.2,afternoon,Thursday,February
135-84-8019,2019-02-27 0:00:00,16:10:00,Ewallet,701.37,4.7619,35.0685,7.6,evening,Wednesday,February
441-94-7118,2019-02-04 0:00:00,12:14:00,Cash,71.95,4.7619,3.5975,7.3,afternoon,Monday,February
725-96-3778,2019-01-20 0:00:00,10:13:00,Cash,714,4.7619,35.7,4.7,morning,Sunday,January
531-80-1784,2019-03-28 0:00:00,17:38:00,Cash,182.14,4.7619,9.107,5.1,evening,Thursday,March
400-45-1220,2019-02-27 0:00:00,11:06:00,Credit card,135,4.7619,6.75,4.8,morning,Wednesday,February
860-79-0874,2019-02-15 0:00:00,14:53:00,Credit card,993,4.7619,49.65,6.6,afternoon,Friday,February
834-61-8124,2019-01-26 0:00:00,18:22:00,Cash,361.83,4.7619,18.0915,5.5,evening,Saturday,January
115-99-4379,2019-03-14 0:00:00,19:02:00,Credit card,383.11,4.7619,19.1555,8.5,evening,Thursday,March
565-67-6697,2019-03-02 0:00:00,14:16:00,Cash,243,4.7619,12.15,4.8,afternoon,Saturday,March
320-49-6392,2019-03-04 0:00:00,15:44:00,Cash,30.24,4.7619,1.512,8.4,afternoon,Monday,March
889-04-9723,2019-01-07 0:00:00,12:20:00,Credit card,356.56,4.7619,17.828,7.8,afternoon,Monday,January
632-90-0281,2019-03-08 0:00:00,20:01:00,Credit card,375.5,4.7619,18.775,9.3,evening,Friday,March
554-42-2417,2019-01-09 0:00:00,13:45:00,Cash,954.4,4.7619,47.72,5.2,afternoon,Wednesday,January
453-63-6187,2019-03-01 0:00:00,15:40:00,Ewallet,82.5,4.7619,4.125,6.5,afternoon,Friday,March
578-80-7669,2019-03-16 0:00:00,16:58:00,Cash,74.97,4.7619,3.7485,5.6,evening,Saturday,March
612-36-5536,2019-02-17 0:00:00,11:12:00,Credit card,647.68,4.7619,32.384,7.4,morning,Sunday,February
605-72-4132,2019-02-27 0:00:00,15:12:00,Cash,755.76,4.7619,37.788,9.1,afternoon,Wednesday,February
471-41-2823,2019-03-07 0:00:00,20:37:00,Ewallet,199.58,4.7619,9.979,8,evening,Thursday,March
462-67-9126,2019-01-21 0:00:00,17:44:00,Cash,439.32,4.7619,21.966,7.2,evening,Monday,January
272-27-9238,2019-02-19 0:00:00,16:23:00,Cash,164.96,4.7619,8.248,7.1,evening,Tuesday,February
834-25-9262,2019-01-06 0:00:00,12:12:00,Cash,326.72,4.7619,16.336,9.1,afternoon,Sunday,January
122-61-9553,2019-03-14 0:00:00,19:33:00,Cash,461.88,4.7619,23.094,5.6,evening,Thursday,March
468-88-0009,2019-03-24 0:00:00,10:29:00,Cash,263.76,4.7619,13.188,6,morning,Sunday,March
613-59-9758,2019-01-27 0:00:00,14:28:00,Cash,143.6,4.7619,7.18,5.4,afternoon,Sunday,January
254-31-0042,2019-03-06 0:00:00,12:46:00,Credit card,193.5,4.7619,9.675,7.8,afternoon,Wednesday,March
201-86-2184,2019-02-02 0:00:00,19:40:00,Cash,183.82,4.7619,9.191,9.9,evening,Saturday,February
261-12-8671,2019-01-25 0:00:00,19:39:00,Credit card,121.92,4.7619,6.096,4.9,evening,Friday,January
730-70-9830,2019-03-14 0:00:00,17:54:00,Ewallet,420.66,4.7619,21.033,5.2,evening,Thursday,March
382-25-8917,2019-01-29 0:00:00,12:25:00,Cash,252.48,4.7619,12.624,8.9,afternoon,Tuesday,January
422-29-8786,2019-01-03 0:00:00,16:47:00,Credit card,335.45,4.7619,16.7725,9.1,evening,Thursday,January
667-23-5919,2019-01-14 0:00:00,12:52:00,Ewallet,483.5,4.7619,24.175,7,afternoon,Monday,January
843-01-4703,2019-01-05 0:00:00,19:50:00,Credit card,318.42,4.7619,15.921,9.6,evening,Saturday,January
743-88-1662,2019-02-22 0:00:00,18:17:00,Ewallet,668.43,4.7619,33.4215,8.7,evening,Friday,February
595-86-2894,2019-02-06 0:00:00,17:20:00,Ewallet,387.92,4.7619,19.396,9.4,evening,Wednesday,February
182-69-8360,2019-01-30 0:00:00,13:32:00,Credit card,94.6,4.7619,4.73,4,afternoon,Wednesday,January
289-15-7034,2019-01-11 0:00:00,10:37:00,Credit card,329.32,4.7619,16.466,7.5,morning,Friday,January
462-78-5240,2019-03-19 0:00:00,14:35:00,Cash,53.22,4.7619,2.661,4.2,afternoon,Tuesday,March
868-52-7573,2019-01-14 0:00:00,12:09:00,Cash,498.45,4.7619,24.9225,9.9,afternoon,Monday,January
153-58-4872,2019-03-01 0:00:00,15:32:00,Ewallet,299.56,4.7619,14.978,4.2,afternoon,Friday,March
662-72-2873,2019-01-06 0:00:00,13:58:00,Ewallet,204.7,4.7619,10.235,9.9,afternoon,Sunday,January
525-88-7307,2019-01-31 0:00:00,13:19:00,Cash,75.82,4.7619,3.791,5.8,afternoon,Thursday,January
689-16-9784,2019-03-11 0:00:00,13:37:00,Cash,280.62,4.7619,14.031,6,afternoon,Monday,March
725-56-0833,2019-02-20 0:00:00,16:49:00,Credit card,323.2,4.7619,16.16,10,evening,Wednesday,February
394-41-0748,2019-01-27 0:00:00,14:55:00,Ewallet,486.63,4.7619,24.3315,9.5,afternoon,Sunday,January
596-42-3999,2019-03-10 0:00:00,14:04:00,Credit card,127.54,4.7619,6.377,6.6,afternoon,Sunday,March
541-89-9860,2019-02-15 0:00:00,12:31:00,Cash,241.44,4.7619,12.072,8.1,afternoon,Friday,February
173-82-9529,2019-01-26 0:00:00,14:51:00,Cash,379.5,4.7619,18.975,9.7,afternoon,Saturday,January
563-36-9814,2019-02-13 0:00:00,18:27:00,Ewallet,76.82,4.7619,3.841,7.2,evening,Wednesday,February
308-47-4913,2019-03-09 0:00:00,12:45:00,Credit card,522.6,4.7619,26.13,6.2,afternoon,Saturday,March
885-17-6250,2019-03-06 0:00:00,10:36:00,Ewallet,79.74,4.7619,3.987,7.3,morning,Wednesday,March
726-27-2396,2019-01-24 0:00:00,20:36:00,Ewallet,387.5,4.7619,19.375,4.3,evening,Thursday,January
316-01-3952,2019-03-13 0:00:00,14:16:00,Ewallet,271.35,4.7619,13.5675,4.6,afternoon,Wednesday,March
760-54-1821,2019-03-15 0:00:00,10:26:00,Cash,122.31,4.7619,6.1155,5.8,morning,Friday,March
793-10-3222,2019-03-05 0:00:00,13:30:00,Credit card,246.36,4.7619,12.318,8.3,afternoon,Tuesday,March
346-12-3257,2019-03-04 0:00:00,16:28:00,Cash,173.16,4.7619,8.658,8,evening,Monday,March
110-05-6330,2019-03-25 0:00:00,20:18:00,Credit card,236.58,4.7619,11.829,9.4,evening,Monday,March
651-61-0874,2019-03-12 0:00:00,20:04:00,Credit card,184.88,4.7619,9.244,6.2,evening,Tuesday,March
236-86-3015,2019-02-04 0:00:00,13:38:00,Ewallet,13.98,4.7619,0.699,9.8,afternoon,Monday,February
831-64-0259,2019-02-22 0:00:00,10:43:00,Ewallet,198.75,4.7619,9.9375,9.6,morning,Friday,February
587-03-7455,2019-02-16 0:00:00,17:30:00,Ewallet,684.53,4.7619,34.2265,4.9,evening,Saturday,February
882-40-4577,2019-01-19 0:00:00,15:28:00,Credit card,269.04,4.7619,13.452,8,afternoon,Saturday,January
732-67-5346,2019-01-11 0:00:00,19:07:00,Credit card,68.95,4.7619,3.4475,7.8,evening,Friday,January
725-32-9708,2019-01-04 0:00:00,19:01:00,Cash,274.84,4.7619,13.742,4.1,evening,Friday,January
256-08-8343,2019-03-04 0:00:00,19:48:00,Ewallet,226.12,4.7619,11.306,5.5,evening,Monday,March
372-26-1506,2019-01-28 0:00:00,19:24:00,Ewallet,119.1,4.7619,5.955,5.4,evening,Monday,January
244-08-0162,2019-01-02 0:00:00,13:00:00,Cash,342.1,4.7619,17.105,5.1,afternoon,Wednesday,January
569-71-4390,2019-01-25 0:00:00,14:29:00,Ewallet,43.74,4.7619,2.187,6.9,afternoon,Friday,January
132-23-6451,2019-01-04 0:00:00,13:21:00,Cash,104.85,4.7619,5.2425,7.8,afternoon,Friday,January
696-90-2548,2019-03-10 0:00:00,18:55:00,Ewallet,77.52,4.7619,3.876,6.6,evening,Sunday,March
472-15-9636,2019-03-22 0:00:00,19:36:00,Ewallet,407.44,4.7619,20.372,9.2,evening,Friday,March
268-03-6164,2019-01-25 0:00:00,16:28:00,Ewallet,96.11,4.7619,4.8055,7.8,evening,Friday,January
750-57-9686,2019-01-08 0:00:00,13:48:00,Credit card,181.52,4.7619,9.076,8.7,afternoon,Tuesday,January
186-09-3669,2019-01-22 0:00:00,10:57:00,Ewallet,81.51,4.7619,4.0755,9.2,morning,Tuesday,January
848-07-1692,2019-01-12 0:00:00,17:13:00,Ewallet,114.44,4.7619,5.722,8.3,evening,Saturday,January
745-71-3520,2019-02-04 0:00:00,10:23:00,Cash,176.54,4.7619,8.827,8.2,morning,Monday,February
266-76-6436,2019-03-28 0:00:00,13:57:00,Ewallet,115.8,4.7619,5.79,7.5,afternoon,Thursday,March
740-22-2500,2019-01-23 0:00:00,13:29:00,Cash,252.15,4.7619,12.6075,9.8,afternoon,Wednesday,January
271-88-8734,2019-02-08 0:00:00,13:00:00,Credit card,972.1,4.7619,48.605,8.7,afternoon,Friday,February
301-81-8610,2019-03-19 0:00:00,19:42:00,Credit card,203.36,4.7619,10.168,6.7,evening,Tuesday,March
489-64-4354,2019-03-09 0:00:00,15:36:00,Cash,16.28,4.7619,0.814,5,afternoon,Saturday,March
198-84-7132,2019-01-02 0:00:00,13:40:00,Cash,365.49,4.7619,18.2745,7,afternoon,Wednesday,January
269-10-8440,2019-01-21 0:00:00,18:01:00,Cash,372.19,4.7619,18.6095,8.9,evening,Monday,January
650-98-6268,2019-03-20 0:00:00,13:53:00,Credit card,62.61,4.7619,3.1305,8,afternoon,Wednesday,March
741-73-3559,2019-02-27 0:00:00,17:27:00,Cash,336.35,4.7619,16.8175,6.9,evening,Wednesday,February
325-77-6186,2019-03-08 0:00:00,10:53:00,Ewallet,906.5,4.7619,45.325,7.3,morning,Friday,March
286-75-7818,2019-01-31 0:00:00,19:48:00,Credit card,138.16,4.7619,6.908,6.9,evening,Thursday,January
574-57-9721,2019-03-08 0:00:00,16:53:00,Ewallet,86.54,4.7619,4.327,5.7,evening,Friday,March
459-50-7686,2019-01-13 0:00:00,19:14:00,Ewallet,140.76,4.7619,7.038,6.4,evening,Sunday,January
616-87-0016,2019-03-09 0:00:00,14:36:00,Credit card,668.78,4.7619,33.439,9.6,afternoon,Saturday,March
837-55-7229,2019-02-22 0:00:00,18:19:00,Credit card,47.44,4.7619,2.372,6.8,evening,Friday,February
751-69-0068,2019-03-19 0:00:00,19:09:00,Ewallet,893.16,4.7619,44.658,9,evening,Tuesday,March
257-73-1380,2019-01-20 0:00:00,16:51:00,Ewallet,331.72,4.7619,16.586,9.6,evening,Sunday,January
345-08-4992,2019-03-08 0:00:00,15:37:00,Credit card,203.94,4.7619,10.197,7.7,afternoon,Friday,March
549-96-4200,2019-03-08 0:00:00,20:15:00,Ewallet,68.16,4.7619,3.408,7,evening,Friday,March
810-60-6344,2019-02-07 0:00:00,14:38:00,Credit card,326.88,4.7619,16.344,6.5,afternoon,Thursday,February
450-28-2866,2019-01-15 0:00:00,19:25:00,Cash,87.2,4.7619,4.36,8.1,evening,Tuesday,January
394-30-3170,2019-03-22 0:00:00,19:35:00,Credit card,707.44,4.7619,35.372,4.3,evening,Friday,March
138-17-5109,2019-01-15 0:00:00,15:42:00,Credit card,802.89,4.7619,40.1445,6.5,afternoon,Tuesday,January
192-98-7397,2019-01-08 0:00:00,14:11:00,Ewallet,12.78,4.7619,0.639,9.5,afternoon,Tuesday,January
301-11-9629,2019-01-15 0:00:00,10:43:00,Cash,133.7,4.7619,6.685,9.7,morning,Tuesday,January
390-80-5128,2019-01-28 0:00:00,17:58:00,Credit card,19.15,4.7619,0.9575,9.5,evening,Monday,January
235-46-8343,2019-02-14 0:00:00,11:26:00,Credit card,276.6,4.7619,13.83,8.9,morning,Thursday,February
453-12-7053,2019-03-10 0:00:00,17:38:00,Credit card,137.22,4.7619,6.861,6.5,evening,Sunday,March
296-11-7041,2019-01-12 0:00:00,20:07:00,Credit card,27.07,4.7619,1.3535,5.3,evening,Saturday,January
449-27-2918,2019-03-26 0:00:00,11:02:00,Credit card,39.12,4.7619,1.956,9.6,morning,Tuesday,March
891-01-7034,2019-01-01 0:00:00,19:07:00,Cash,448.26,4.7619,22.413,6.7,evening,Tuesday,January
744-09-5786,2019-01-02 0:00:00,18:50:00,Cash,132.06,4.7619,6.603,7.6,evening,Wednesday,January
727-17-0390,2019-03-16 0:00:00,12:43:00,Ewallet,318.05,4.7619,15.9025,4.8,afternoon,Saturday,March
568-88-3448,2019-03-03 0:00:00,15:09:00,Ewallet,25,4.7619,1.25,5.5,afternoon,Sunday,March
187-83-5490,2019-01-31 0:00:00,13:47:00,Cash,83.08,4.7619,4.154,4.7,afternoon,Thursday,January
767-54-1907,2019-02-13 0:00:00,16:59:00,Cash,147.8,4.7619,7.39,6.9,evening,Wednesday,February
710-46-4433,2019-02-15 0:00:00,14:15:00,Credit card,696.6,4.7619,34.83,4.5,afternoon,Friday,February
533-33-5337,2019-02-07 0:00:00,20:24:00,Cash,793.9,4.7619,39.695,6.2,evening,Thursday,February
325-90-8763,2019-01-27 0:00:00,13:58:00,Cash,465.7,4.7619,23.285,7.6,afternoon,Sunday,January
729-46-7422,2019-02-23 0:00:00,16:52:00,Credit card,35.89,4.7619,1.7945,7.9,evening,Saturday,February
639-76-1242,2019-02-03 0:00:00,15:19:00,Cash,202.6,4.7619,10.13,4.5,afternoon,Sunday,February
234-03-4040,2019-03-03 0:00:00,12:25:00,Credit card,730.5,4.7619,36.525,8.7,afternoon,Sunday,March
326-71-2155,2019-02-03 0:00:00,10:02:00,Cash,295.8,4.7619,14.79,6.1,morning,Sunday,February
320-32-8842,2019-03-17 0:00:00,18:58:00,Cash,22.62,4.7619,1.131,6.4,evening,Sunday,March
470-32-9057,2019-03-28 0:00:00,15:31:00,Credit card,256.7,4.7619,12.835,9.1,afternoon,Thursday,March
878-30-2331,2019-03-02 0:00:00,11:22:00,Credit card,545.5,4.7619,27.275,7.1,morning,Saturday,March
440-59-5691,2019-02-08 0:00:00,13:12:00,Credit card,260.05,4.7619,13.0025,7.7,afternoon,Friday,February
554-53-3790,2019-03-22 0:00:00,18:33:00,Cash,222.12,4.7619,11.106,4.5,evening,Friday,March
746-19-0921,2019-02-09 0:00:00,10:02:00,Ewallet,21.58,4.7619,1.079,7.2,morning,Saturday,February
233-34-0817,2019-02-15 0:00:00,11:21:00,Cash,98.84,4.7619,4.942,8.4,morning,Friday,February
767-05-1286,2019-01-23 0:00:00,12:10:00,Ewallet,502.62,4.7619,25.131,5.4,afternoon,Wednesday,January
340-21-9136,2019-01-25 0:00:00,11:40:00,Cash,160.2,4.7619,8.01,9.7,morning,Friday,January
405-31-3305,2019-02-02 0:00:00,18:31:00,Credit card,431.3,4.7619,21.565,5.5,evening,Saturday,February
731-59-7531,2019-03-30 0:00:00,17:58:00,Cash,580.56,4.7619,29.028,4.6,evening,Saturday,March
